Portfolio,Stock,Weight
roulette_unsorted_stag,JVDC,0.20297260304274936
roulette_unsorted_stag,JDWS,0.18874099985200452
roulette_unsorted_stag,SCBPL,0.11224619350216165
roulette_unsorted_stag,SAZEW,0.10615428722699395
roulette_unsorted_stag,PTC,0.05459734718646351
roulette_unsorted_stag,MEHT,0.054591846784594195
roulette_unsorted_stag,MEBL,0.04911407567729276
roulette_unsorted_stag,MCB,0.044216399376939594
roulette_unsorted_stag,MARI,0.04094329637333932
roulette_unsorted_stag,PSX,0.027737679229269667
roulette_unsorted_stag,PSEL,0.023594709061706656
roulette_unsorted_stag,RMPL,0.016179348839024558
roulette_unsorted_stag,PSO,0.012481955653171352
roulette_unsorted_stag,LUCK,0.010395507013371831
roulette_unsorted_stag,ISL,0.009103224267339019
roulette_unsorted_stag,LOTCHEM,0.009034204192707555
roulette_unsorted_stag,KTML,0.007460402021229817
roulette_unsorted_stag,INIL,0.007152220158705115
roulette_unsorted_stag,INDU,0.0063598716562814125
roulette_unsorted_stag,ILP,0.005682388693179676
roulette_unsorted_stag,IBFL,0.005678158023976663
roulette_unsorted_stag,KAPCO,0.005563282167497967
tournament_unsorted_stag,SCBPL,0.18683458391345947
tournament_unsorted_stag,MEHT,0.186645534735495
tournament_unsorted_stag,MEBL,0.16798098126194577
tournament_unsorted_stag,AGL,0.09816843087303306
tournament_unsorted_stag,SAZEW,0.08389098764020514
tournament_unsorted_stag,ABL,0.07564299284285372
tournament_unsorted_stag,MLCF,0.06200377689852815
tournament_unsorted_stag,ABOT,0.043913967977970654
tournament_unsorted_stag,SRVI,0.01544602324359717
tournament_unsorted_stag,SYS,0.013877016576870757
tournament_unsorted_stag,TGL,0.011809628109952054
tournament_unsorted_stag,THALL,0.010628244925564561
tournament_unsorted_stag,TPLRF1,0.009565420433008112
tournament_unsorted_stag,TRG,0.008636983535345356
tournament_unsorted_stag,UBL,0.007773285181810825
tournament_unsorted_stag,YOUW,0.005909741381409634
tournament_unsorted_stag,MTL,0.005832806173682443
tournament_unsorted_stag,MUREB,0.005439594295268064
roulette_sorted_stag,SCBPL,0.09760066388407317
roulette_sorted_stag,EFERT,0.08784059749566585
roulette_sorted_stag,FATIMA,0.07992289455163656
roulette_sorted_stag,FFC,0.06031053588724063
roulette_sorted_stag,MEBL,0.05427948229851657
roulette_sorted_stag,COLG,0.053217225378216805
roulette_sorted_stag,MARI,0.048851534068664895
roulette_sorted_stag,SYS,0.045937763225839486
roulette_sorted_stag,UBL,0.043966380661798386
roulette_sorted_stag,PSO,0.04135021563126018
roulette_sorted_stag,POL,0.03610726394640365
roulette_sorted_stag,ENGROH,0.035965302548236405
roulette_sorted_stag,BAHL,0.03235803077563987
roulette_sorted_stag,BAFL,0.027737020527022253
roulette_sorted_stag,LCI,0.024702425596705404
roulette_sorted_stag,ATLH,0.02223218303703487
roulette_sorted_stag,INDU,0.016221481652053872
roulette_sorted_stag,FCCL,0.015176049115488768
roulette_sorted_stag,ABL,0.014147548790096401
roulette_sorted_stag,HMB,0.013658444203939888
roulette_sorted_stag,HUBC,0.012732793911086752
roulette_sorted_stag,FABL,0.012295925417088288
roulette_sorted_stag,ABOT,0.01106633287537947
roulette_sorted_stag,NBP,0.010646518629730841
roulette_sorted_stag,KEL,0.0100044823666657
roulette_sorted_stag,MTL,0.009959699587841516
roulette_sorted_stag,BWCL,0.009581866766757752
roulette_sorted_stag,AKBL,0.009118890552607058
roulette_sorted_stag,GLAXO,0.008627835174880524
roulette_sorted_stag,PAKT,0.008623680090081987
roulette_sorted_stag,NESTLE,0.0077938044210202
roulette_sorted_stag,ILP,0.007322170317353119
roulette_sorted_stag,KOHC,0.006855289678974515
roulette_sorted_stag,MCB,0.006325471070149787
roulette_sorted_stag,IBFL,0.006186049938351951
roulette_sorted_stag,PPL,0.005708700981979823
roulette_sorted_stag,MLCF,0.005567444944516755
tournament_sorted_stag,SCBPL,0.1669520583285293
tournament_sorted_stag,EFERT,0.15025685249567636
tournament_sorted_stag,FATIMA,0.1352648161897968
tournament_sorted_stag,SYS,0.04684099104031525
tournament_sorted_stag,PSO,0.042126592756854715
tournament_sorted_stag,MTL,0.040122644288088
tournament_sorted_stag,POL,0.035141221269116125
tournament_sorted_stag,FABL,0.032873859382445365
tournament_sorted_stag,HUBC,0.025614889171539423
tournament_sorted_stag,ATLH,0.022533858820744445
tournament_sorted_stag,HMB,0.02217186495704579
tournament_sorted_stag,AKBL,0.020021417546307207
tournament_sorted_stag,ABOT,0.01826518984241541
tournament_sorted_stag,GLAXO,0.01821729216682194
tournament_sorted_stag,ABL,0.01611415343418183
tournament_sorted_stag,INDU,0.015813549571102252
tournament_sorted_stag,MEBL,0.01546376162628559
tournament_sorted_stag,BAFL,0.01422734959461013
tournament_sorted_stag,MARI,0.013735509436925575
tournament_sorted_stag,ENGROH,0.013496468027731417
tournament_sorted_stag,HALEON,0.013049371272840303
tournament_sorted_stag,LCI,0.012518990814018532
tournament_sorted_stag,ILP,0.01183476118953825
tournament_sorted_stag,OGDC,0.01066728612484793
tournament_sorted_stag,KOHC,0.010651285070584432
tournament_sorted_stag,KEL,0.010140236469335007
tournament_sorted_stag,IBFL,0.009891857764162302
tournament_sorted_stag,MLCF,0.008499323540893174
tournament_sorted_stag,FCCL,0.008186598123405381
tournament_sorted_stag,NATF,0.007649614530195518
tournament_sorted_stag,BAHL,0.007253153055992872
tournament_sorted_stag,SAZEW,0.0068846530771759715
tournament_sorted_stag,RMPL,0.006101188921640794
tournament_sorted_stag,UBL,0.005926270069359964
tournament_sorted_stag,PTC,0.00549107002947671
roulette_unsorted_growth,JVDC,0.24438605934203003
roulette_unsorted_growth,JDWS,0.22134655022483166
roulette_unsorted_growth,SAZEW,0.09777395421792517
roulette_unsorted_growth,SCBPL,0.08822990611143448
roulette_unsorted_growth,SYS,0.051895821718687125
roulette_unsorted_growth,THALL,0.04217271853834782
roulette_unsorted_growth,TPLRF1,0.0393993438384272
roulette_unsorted_growth,SEARL,0.03559384205671269
roulette_unsorted_growth,SRVI,0.028831012065937283
roulette_unsorted_growth,SNGP,0.01601722892552071
roulette_unsorted_growth,KAPCO,0.013990758060287961
roulette_unsorted_growth,KEL,0.012875214072732342
roulette_unsorted_growth,TGL,0.01171464403842995
roulette_unsorted_growth,AGL,0.009869686044947278
roulette_unsorted_growth,ILP,0.00969518598156374
roulette_unsorted_growth,ABOT,0.008790058864318618
roulette_unsorted_growth,IBFL,0.008560535932683877
roulette_unsorted_growth,HUMNL,0.007704482339415493
roulette_unsorted_growth,ABL,0.007187124929283917
roulette_unsorted_growth,KOHC,0.007126266179683623
roulette_unsorted_growth,LCI,0.006870495031549024
roulette_unsorted_growth,KTML,0.006431902068735833
roulette_unsorted_growth,LOTCHEM,0.006258428829493189
roulette_unsorted_growth,FFC,0.006030569297467299
roulette_unsorted_growth,LUCK,0.005632585946543868
roulette_unsorted_growth,HUBC,0.005615625343009831
tournament_unsorted_growth,JDWS,0.21481125202863996
tournament_unsorted_growth,SCBPL,0.1593515833728217
tournament_unsorted_growth,MEBL,0.06907558949169271
tournament_unsorted_growth,MEHT,0.06581501253516327
tournament_unsorted_growth,JVDC,0.05723891807896236
tournament_unsorted_growth,KAPCO,0.05089873634536754
tournament_unsorted_growth,SAZEW,0.04484522964844492
tournament_unsorted_growth,LOTCHEM,0.03435659901775863
tournament_unsorted_growth,RMPL,0.03225937624141353
tournament_unsorted_growth,PTC,0.028901733531361495
tournament_unsorted_growth,PIOC,0.023776499466100012
tournament_unsorted_growth,PSO,0.023410404160402822
tournament_unsorted_growth,LCI,0.02174339357507521
tournament_unsorted_growth,PSEL,0.021067767377793287
tournament_unsorted_growth,KTML,0.019561754838256767
tournament_unsorted_growth,KOHC,0.017605579354431085
tournament_unsorted_growth,POML,0.017053750181765866
tournament_unsorted_growth,POL,0.015241999519676658
tournament_unsorted_growth,PKGS,0.013717799567708995
tournament_unsorted_growth,PSX,0.013005780089112672
tournament_unsorted_growth,KEL,0.010219902415631624
tournament_unsorted_growth,PPL,0.009474326252806597
tournament_unsorted_growth,SYS,0.009109371460672464
tournament_unsorted_growth,TGL,0.008198434314605221
tournament_unsorted_growth,THALL,0.007378590883144699
tournament_unsorted_growth,SEARL,0.006257547448305737
tournament_unsorted_growth,SNGP,0.005623068802884239
roulette_sorted_growth,SAZEW,0.08371692392131691
roulette_sorted_growth,NATF,0.06800534077946596
roulette_sorted_growth,EFERT,0.05641379918420595
roulette_sorted_growth,IBFL,0.05481343625346815
roulette_sorted_growth,FATIMA,0.050772419265785365
roulette_sorted_growth,ENGROH,0.044579543890029605
roulette_sorted_growth,ILP,0.04298996516923132
roulette_sorted_growth,BAHL,0.03940010999046979
roulette_sorted_growth,AKBL,0.034898471153504515
roulette_sorted_growth,ABL,0.03439026408852833
roulette_sorted_growth,RMPL,0.03202898999902556
roulette_sorted_growth,MTL,0.031910807099048706
roulette_sorted_growth,SYS,0.03152953431651304
roulette_sorted_growth,HUBC,0.031253758519343984
roulette_sorted_growth,MLCF,0.03029181549909282
roulette_sorted_growth,PTC,0.02886071430482073
roulette_sorted_growth,PSO,0.027710009042081006
roulette_sorted_growth,FABL,0.02516003545807024
roulette_sorted_growth,POL,0.02493900813787293
roulette_sorted_growth,INDU,0.02244510732408561
roulette_sorted_growth,BAFL,0.020193597816994337
roulette_sorted_growth,HALEON,0.019388039529724732
roulette_sorted_growth,LCI,0.018174238035294894
roulette_sorted_growth,SCBPL,0.017312649890860187
roulette_sorted_growth,ATLH,0.016324860274793313
roulette_sorted_growth,GLAXO,0.015254200476646237
roulette_sorted_growth,COLG,0.015061915313613788
roulette_sorted_growth,MEBL,0.01444638951499913
roulette_sorted_growth,ABOT,0.013977797476705679
roulette_sorted_growth,MARI,0.013001750563499215
roulette_sorted_growth,HMB,0.012356283585007097
roulette_sorted_growth,UBL,0.011701575507149297
roulette_sorted_growth,OGDC,0.010530137040236425
roulette_sorted_growth,KOHC,0.006166511578515171
tournament_sorted_growth,EFERT,0.23539303611392276
tournament_sorted_growth,SCBPL,0.21185627497746184
tournament_sorted_growth,FATIMA,0.07660317052487021
tournament_sorted_growth,ENGROH,0.06893884528406637
tournament_sorted_growth,ABL,0.045746199184128804
tournament_sorted_growth,HUBC,0.041071342421992146
tournament_sorted_growth,INDU,0.03890447669034406
tournament_sorted_growth,SYS,0.03696071419286632
tournament_sorted_growth,PSO,0.03326464277357967
tournament_sorted_growth,LCI,0.031031260472334888
tournament_sorted_growth,POL,0.029936978122266762
tournament_sorted_growth,ATLH,0.027928134425101395
tournament_sorted_growth,GLAXO,0.02234685672822996
tournament_sorted_growth,BAFL,0.017242029861074083
tournament_sorted_growth,BAHL,0.015457980222578643
tournament_sorted_growth,COLG,0.012619356229258728
tournament_sorted_growth,KEL,0.012559029057809035
tournament_sorted_growth,NBP,0.011362411814818217
tournament_sorted_growth,BWCL,0.010226170633336392
tournament_sorted_growth,HBL,0.007361849230114451
tournament_sorted_growth,MCB,0.006625664307103012
tournament_sorted_growth,SAZEW,0.006563576732742344
